#! FIELDS energy vol b1.bias der_energy der_vol
#! SET min_energy -15000
#! SET max_energy -12250
#! SET nbins_energy  201
#! SET periodic_energy false
#! SET min_vol 6.5
#! SET max_vol 8.25
#! SET nbins_vol  201
#! SET periodic_vol false
 -13872.500000000    6.500000000 -109.302082462   -0.032158782 -498.825252408
 -13858.750000000    6.500000000 -108.877358750   -0.029621739 -500.960370043
 -13845.000000000    6.500000000 -108.487411891   -0.027100571 -503.132802080
 -13831.250000000    6.500000000 -108.132013513   -0.024596757 -505.332378450
 -13817.500000000    6.500000000 -107.810914437   -0.022111847 -507.548850338
 -13803.750000000    6.500000000 -107.523843671   -0.019647461 -509.771963037
 -13790.000000000    6.500000000 -107.270507445   -0.017205292 -511.991526807
 -13776.250000000    6.500000000 -107.050588274   -0.014787097 -514.197485327
 -13762.500000000    6.500000000 -106.863744089   -0.012394692 -516.379981312
 -13748.750000000    6.500000000 -106.709607453   -0.010029951 -518.529418941
 -13735.000000000    6.500000000 -106.587784872   -0.007694789 -520.636522727
 -13721.250000000    6.500000000 -106.497856226   -0.005391161 -522.692392517
 -13707.500000000    6.500000000 -106.439374341   -0.003121047 -524.688554334
 -13693.750000000    6.500000000 -106.411864700   -0.000886440 -526.617006783
 -13680.000000000    6.500000000 -106.414825333    0.001310661 -528.470262805
 -13666.250000000    6.500000000 -106.447726871    0.003468271 -530.241386584
 -13652.500000000    6.500000000 -106.510012802    0.005584431 -531.924025420
 -13638.750000000    6.500000000 -106.601099918    0.007657219 -533.512436464
 -13625.000000000    6.500000000 -106.720378975    0.009684771 -535.001508192
 -13611.250000000    6.500000000 -106.867215565    0.011665295 -536.386776572
 -13597.500000000    6.500000000 -107.040951214    0.013597086 -537.664435878
 -13583.750000000    6.500000000 -107.240904704    0.015478542 -538.831344161
 -13570.000000000    6.500000000 -107.466373614    0.017308184 -539.885023417
 -13556.250000000    6.500000000 -107.716636103    0.019084669 -540.823654514
 -13542.500000000    6.500000000 -107.990952907    0.020806809 -541.646066980
 -13528.750000000    6.500000000 -108.288569566    0.022473584 -542.351723801
 -13515.000000000    6.500000000 -108.608718871    0.024084162 -542.940701379
 -13501.250000000    6.500000000 -108.950623517    0.025637910 -543.413664861
 -13487.500000000    6.500000000 -109.313498966    0.027134410 -543.771839066
 -13473.750000000    6.500000000 -109.696556504    0.028573475 -544.016975256
 -13460.000000000    6.500000000 -110.099006482    0.029955158 -544.151314064
 -13446.250000000    6.500000000 -110.520061723    0.031279768 -544.177544863
 -13432.500000000    6.500000000 -110.958941085    0.032547876 -544.098761939
 -13418.750000000    6.500000000 -111.414873172    0.033760328 -543.918417815
 -13405.000000000    6.500000000 -111.887100152    0.034918254 -543.640274128
 -13391.250000000    6.500000000 -112.374881687    0.036023070 -543.268350450
 -13377.500000000    6.500000000 -112.877498944    0.037076487 -542.806871501
 -13363.750000000    6.500000000 -113.394258658    0.038080514 -542.260213170
 -13350.000000000    6.500000000 -113.924497239    0.039037459 -541.632847836
 -13336.250000000    6.500000000 -114.467584889    0.039949929 -540.929289429
 -13322.500000000    6.500000000 -115.022929700    0.040820828 -540.154038745
 -13308.750000000    6.500000000 -115.589981723    0.041653353 -539.311529479
 -13295.000000000    6.500000000 -116.168236955    0.042450990 -538.406075493
 -13281.250000000    6.500000000 -116.757241248    0.043217503 -537.441819810
 -13267.500000000    6.500000000 -117.356594077    0.043956926 -536.422685838
 -13253.750000000    6.500000000 -117.965952170    0.044673550 -535.352331317
 -13240.000000000    6.500000000 -118.585032946    0.045371909 -534.234105499
 -13226.250000000    6.500000000 -119.213617748    0.046056765 -533.071010012
 -13212.500000000    6.500000000 -119.851554829    0.046733085 -531.865663921
 -13198.750000000    6.500000000 -120.498762070    0.047406025 -530.620273412
 -13185.000000000    6.500000000 -121.155229398    0.048080906 -529.336606543
 -13171.250000000    6.500000000 -121.821020873    0.048763185 -528.015973497
 -13157.500000000    6.500000000 -122.496276420    0.049458434 -526.659212695
 -13143.750000000    6.500000000 -123.181213175    0.050172308 -525.266683157
 -13130.000000000    6.500000000 -123.876126418    0.050910514 -523.838263420
 -13116.250000000    6.500000000 -124.581390069    0.051678777 -522.373357302
 -13102.500000000    6.500000000 -125.297456729    0.052482809 -520.870906768
 -13088.750000000    6.500000000 -126.024857229    0.053328273 -519.329412078
 -13075.000000000    6.500000000 -126.764199682    0.054220740 -517.746959386
 -13061.250000000    6.500000000 -127.516168011    0.055165659 -516.121255859
 -13047.500000000    6.500000000 -128.281519936    0.056168309 -514.449672367
 -13033.750000000    6.500000000 -129.061084411    0.057233765 -512.729293701
 -13020.000000000    6.500000000 -129.855758500    0.058366853 -510.956976210
 -13006.250000000    6.500000000 -130.666503675    0.059572107 -509.129412687
 -12992.500000000    6.500000000 -131.494341545    0.060853734 -507.243204246
 -12978.750000000    6.500000000 -132.340349004    0.062215562 -505.294938829
 -12965.000000000    6.500000000 -133.205652803    0.063661006 -503.281275924
 -12951.250000000    6.500000000 -134.091423559    0.065193027 -501.199036958
 -12937.500000000    6.500000000 -134.998869203    0.066814084 -499.045300713
 -12923.750000000    6.500000000 -135.929227887    0.068526107 -496.817503050
 -12910.000000000    6.500000000 -136.883760374    0.070330450 -494.513540059
 -12896.250000000    6.500000000 -137.863741927    0.072227862 -492.131873668
 -12882.500000000    6.500000000 -138.870453741    0.074218451 -489.671638614
 -12868.750000000    6.500000000 -139.905173948    0.076301659 -487.132749521
 -12855.000000000    6.500000000 -140.969168239    0.078476232 -484.516006737
 -12841.250000000    6.500000000 -142.063680152    0.080740197 -481.823199386
 -12827.500000000    6.500000000 -143.189921094    0.083090850 -479.057203977
 -12813.750000000    6.500000000 -144.349060145    0.085524738 -476.222076736
 -12800.000000000    6.500000000 -145.542213726    0.088037654 -473.323137668
 -12786.250000000    6.500000000 -146.770435212    0.090624635 -470.367044178
 -12772.500000000    6.500000000 -148.034704576    0.093279968 -467.361851901
 -12758.750000000    6.500000000 -149.335918159    0.095997204 -464.317060215
 -12745.000000000    6.500000000 -150.674878674    0.098769178 -461.243639699
 -12731.250000000    6.500000000 -152.052285564    0.101588040 -458.154038615
 -12717.500000000    6.500000000 -153.468725834    0.104445293 -455.062165267
 -12703.750000000    6.500000000 -154.924665494    0.107331844 -451.983342886
 -12690.000000000    6.500000000 -156.420441764    0.110238064 -448.934233458
 -12676.250000000    6.500000000 -157.956256197    0.113153860 -445.932726682
 -12662.500000000    6.500000000 -159.532168883    0.116068766 -442.997790010
 -12648.750000000    6.500000000 -161.148093928    0.118972031 -440.149275452
 -12635.000000000    6.500000000 -162.803796396    0.121852747 -437.407678604
 -12621.250000000    6.500000000 -164.498890912    0.124699964 -434.793845060
 -12607.500000000    6.500000000 -166.232842166    0.127502847 -432.328619111
 -12593.750000000    6.500000000 -168.004967534    0.130250834 -430.032429363
 -12580.000000000    6.500000000 -169.814442074    0.132933818 -427.924805572
 -12566.250000000    6.500000000 -171.660306157    0.135542350 -426.023820751
 -12552.500000000    6.500000000 -173.541476014    0.138067861 -424.345452244
 -12538.750000000    6.500000000 -175.456757490    0.140502907 -422.902855184
 -12525.000000000    6.500000000 -177.404863317    0.142841434 -421.705541380
 -12511.250000000    6.500000000 -179.384434236    0.145079076 -420.758456392
 -12497.500000000    6.500000000 -181.394064304    0.147213464 -420.060947164
 -12483.750000000    6.500000000 -183.432330758    0.149244580 -419.605612241
 -12470.000000000    6.500000000 -185.497828813    0.151175122 -419.377026258
 -12456.250000000    6.500000000 -187.589211789    0.153010912 -419.350329951
 -12442.500000000    6.500000000 -189.705236992    0.154761329 -419.489676628
 -12428.750000000    6.500000000 -191.844817783    0.156439774 -419.746525581
 -12415.000000000    6.500000000 -194.007082298    0.158064172 -420.057772548
 -12401.250000000    6.500000000 -196.191439291    0.159657508 -420.343706912
 -12387.500000000    6.500000000 -198.397651618    0.161248401 -420.505784877
 -12373.750000000    6.500000000 -200.625917862    0.162871716 -420.424207456
 -12360.000000000    6.500000000 -202.876962667    0.164569218 -419.955291637
 -12346.250000000    6.500000000 -205.152136343    0.166390268 -418.928622620
 -12332.500000000    6.500000000 -207.453524325    0.168392559 -417.143974595
 -12318.750000000    6.500000000 -209.784067128    0.170642908 -414.367986997
 -12305.000000000    6.500000000 -212.147691413    0.173218081 -410.330582710
 -12291.250000000    6.500000000 -214.549452859    0.176205683 -404.721114189
 -12277.500000000    6.500000000 -216.995691518    0.179705088 -397.184222948
 -12263.750000000    6.500000000 -219.494200382    0.183828428 -387.315397320
 -12250.000000000    6.500000000 -222.054407916    0.188701636 -374.656212897

 -15000.000000000    6.508750000 -240.992730444   -0.311568684 -356.389644587
 -14986.250000000    6.508750000 -236.908656119   -0.283128326 -358.172064793
 -14972.500000000    6.508750000 -233.189739830   -0.258389729 -359.476222080
 -14958.750000000    6.508750000 -229.787695817   -0.236977800 -360.456080909
 -14945.000000000    6.508750000 -226.659191965   -0.218546797 -361.240103727
 -14931.250000000    6.508750000 -223.765458587   -0.202778544 -361.933976274
 -14917.500000000    6.508750000 -221.071921222   -0.189380725 -362.623129661
 -14903.750000000    6.508750000 -218.547856309   -0.178085262 -363.375069934
 -14890.000000000    6.508750000 -216.166068679   -0.168646761 -364.241525469
 -14876.250000000    6.508750000 -213.902589815   -0.160841044 -365.260422171
 -14862.500000000    6.508750000 -211.736395874   -0.154463745 -366.457696041
 -14848.750000000    6.508750000 -209.649144500   -0.149328980 -367.848952368
 -14835.000000000    6.508750000 -207.624929496   -0.145268077 -369.440980402
 -14821.250000000    6.508750000 -205.650052443   -0.142128382 -371.233132030
 -14807.500000000    6.508750000 -203.712810394   -0.139772114 -373.218572675
 -14793.750000000    6.508750000 -201.803298814   -0.138075291 -375.385412243
 -14780.000000000    6.508750000 -199.913228940   -0.136926708 -377.717723684
 -14766.250000000    6.508750000 -198.035758797   -0.136226972 -380.196456389
 -14752.500000000    6.508750000 -196.165337109   -0.135887591 -382.800251338
 -14738.750000000    6.508750000 -194.297559388   -0.135830113 -385.506164634
 -14725.000000000    6.508750000 -192.429035511   -0.135985314 -388.290305753
 -14711.250000000    6.508750000 -190.557268117   -0.136292438 -391.128396567
 -14697.500000000    6.508750000 -188.680541182   -0.136698477 -393.996256917
 -14683.750000000    6.508750000 -186.797818164   -0.137157495 -396.870222250
 -14670.000000000    6.508750000 -184.908649132   -0.137630002 -399.727498571
 -14656.250000000    6.508750000 -183.013086310   -0.138082352 -402.546459722
 -14642.500000000    6.508750000 -181.111607500   -0.138486198 -405.306891720
 -14628.750000000    6.508750000 -179.205046875   -0.138817969 -407.990188692
 -14615.000000000    6.508750000 -177.294532641   -0.139058389 -410.579504696
 -14601.250000000    6.508750000 -175.381431102   -0.139192030 -413.059865465
 -14587.500000000    6.508750000 -173.467296686   -0.139206891 -415.418243943
 -14573.750000000    6.508750000 -171.553827488   -0.139094012 -417.643603246
 -14560.000000000    6.508750000 -169.642825940   -0.138847120 -419.726910454
 -14546.250000000    6.508750000 -167.736164219   -0.138462291 -421.661124498
 -14532.500000000    6.508750000 -165.835754005   -0.137937653 -423.441161164
 -14518.750000000    6.508750000 -163.943520277   -0.137273100 -425.063838067
 -14505.000000000    6.508750000 -162.061378770   -0.136470041 -426.527802289
 -14491.250000000    6.508750000 -160.191216828   -0.135531161 -427.833443174
 -14477.500000000    6.508750000 -158.334877311   -0.134460210 -428.982792618
 -14463.750000000    6.508750000 -156.494145310   -0.133261810 -429.979415041
 -14450.000000000    6.508750000 -154.670737386   -0.131941280 -430.828289052
 -14436.250000000    6.508750000 -152.866293097   -0.130504477 -431.535682695
 -14422.500000000    6.508750000 -151.082368561   -0.128957657 -432.109023994
 -14408.750000000    6.508750000 -149.320431860   -0.127307351 -432.556768406
 -14395.000000000    6.508750000 -147.581860060   -0.125560250 -432.888264621
 -14381.250000000    6.508750000 -145.867937656   -0.123723111 -433.113620074
 -14367.500000000    6.508750000 -144.179856275   -0.121802673 -433.243567349
 -14353.750000000    6.508750000 -142.518715457   -0.119805580 -433.289332604
 -14340.000000000    6.508750000 -140.885524364   -0.117738324 -433.262506972
 -14326.250000000    6.508750000 -139.281204273   -0.115607190 -433.174921845
 -14312.500000000    6.508750000 -137.706591718   -0.113418212 -433.038528801
 -14298.750000000    6.508750000 -136.162442159   -0.111177142 -432.865284867
 -14285.000000000    6.508750000 -134.649434074   -0.108889423 -432.667043695
 -14271.250000000    6.508750000 -133.168173353   -0.106560167 -432.455453175
 -14257.500000000    6.508750000 -131.719197921   -0.104194147 -432.241859883
 -14243.750000000    6.508750000 -130.302982490   -0.101795784 -432.037220727
 -14230.000000000    6.508750000 -128.919943376   -0.099369151 -431.852022046
 -14216.250000000    6.508750000 -127.570443301   -0.096917971 -431.696206364
 -14202.500000000    6.508750000 -126.254796131   -0.094445628 -431.579106950
 -14188.750000000    6.508750000 -124.973271489   -0.091955176 -431.509390225
 -14175.000000000    6.508750000 -123.726099196   -0.089449353 -431.495006072
 -14161.250000000    6.508750000 -122.513473510   -0.086930597 -431.543145978
 -14147.500000000    6.508750000 -121.335557117   -0.084401066 -431.660208939
 -14133.750000000    6.508750000 -120.192484854   -0.081862656 -431.851775001
 -14120.000000000    6.508750000 -119.084367139   -0.079317026 -432.122586244
 -14106.250000000    6.508750000 -118.011293086   -0.076765620 -432.476535014
 -14092.500000000    6.508750000 -116.973333309   -0.074209689 -432.916659150
 -14078.750000000    6.508750000 -115.970542379   -0.071650319 -433.445143922
 -14065.000000000    6.508750000 -115.002960957   -0.069088452 -434.063330376
 -14051.250000000    6.508750000 -114.070617591   -0.066524913 -434.771729755
 -14037.500000000    6.508750000 -113.173530172   -0.063960430 -435.570043632
 -14023.750000000    6.508750000 -112.311707075   -0.061395662 -436.457189393
 -14010.000000000    6.508750000 -111.485147978   -0.058831219 -437.431330660
 -13996.250000000    6.508750000 -110.693844378   -0.056267686 -438.489912269
 -13982.500000000    6.508750000 -109.937779818   -0.053705637 -439.629699365
 -13968.750000000    6.508750000 -109.216929840   -0.051145665 -440.846820215
 -13955.000000000    6.508750000 -108.531261688   -0.048588388 -442.136812276
 -13941.250000000    6.508750000 -107.880733769   -0.046034474 -443.494671117
 -13927.500000000    6.508750000 -107.265294913   -0.043484651 -444.914901726
 -13913.750000000    6.508750000 -106.684883435   -0.040939723 -446.391571802
 -13900.000000000    6.508750000 -106.139426035   -0.038400578 -447.918366565
 -13886.250000000    6.508750000 -105.628836557   -0.035868198 -449.488644687
 -13872.500000000    6.508750000 -105.153014632   -0.033343669 -451.095494900
 -13858.750000000    6.508750000 -104.711844233   -0.030828184 -452.731792894
 -13845.000000000    6.508750000 -104.305192167   -0.028323047 -454.390258081
 -13831.250000000    6.508750000 -103.932906520   -0.025829678 -456.063509856
 -13817.500000000    6.508750000 -103.594815102   -0.023349606 -457.744122968
 -13803.750000000    6.508750000 -103.290723893   -0.020884475 -459.424681652
 -13790.000000000    6.508750000 -103.020415536   -0.018436037 -461.097832171
 -13776.250000000    6.508750000 -102.783647882   -0.016006145 -462.756333451
 -13762.500000000    6.508750000 -102.580152627   -0.013596748 -464.393105501
 -13748.750000000    6.508750000 -102.409634051   -0.011209883 -466.001275331
 -13735.000000000    6.508750000 -102.271767888   -0.008847664 -467.574220111
 -13721.250000000    6.508750000 -102.166200346   -0.006512270 -469.105607320
 -13707.500000000    6.508750000 -102.092547287   -0.004205933 -470.589431674
 -13693.750000000    6.508750000 -102.050393601   -0.001930924 -472.020048644
 -13680.000000000    6.508750000 -102.039292774    0.000310463 -473.392204372
 -13666.250000000    6.508750000 -102.058766677    0.002515926 -474.701061864
 -13652.500000000    6.508750000 -102.108305578    0.004683173 -475.942223329
 -13638.750000000    6.508750000 -102.187368397    0.006809940 -477.111748564
 -13625.000000000    6.508750000 -102.295383211    0.008894007 -478.206169324
 -13611.250000000    6.508750000 -102.431748007    0.010933221 -479.222499641
 -13597.500000000    6.508750000 -102.595831710    0.012925511 -480.158242052
 -13583.750000000    6.508750000 -102.786975470    0.014868911 -481.011389776
 -13570.000000000    6.508750000 -103.004494213    0.016761577 -481.780424849
 -13556.250000000    6.508750000 -103.247678468    0.018601806 -482.464312297
 -13542.500000000    6.508750000 -103.515796456    0.020388059 -483.062490423
 -13528.750000000    6.508750000 -103.808096441    0.022118977 -483.574857327
 -13515.000000000    6.508750000 -104.123809334    0.023793397 -484.001753789
 -13501.250000000    6.508750000 -104.462151553    0.025410376 -484.343942679
 -13487.500000000    6.508750000 -104.822328112    0.026969203 -484.602585085
 -13473.750000000    6.508750000 -105.203535942    0.028469415 -484.779213345
 -13460.000000000    6.508750000 -105.604967421    0.029910814 -484.875701236
 -13446.250000000    6.508750000 -106.025814103    0.031293482 -484.894231555
 -13432.500000000    6.508750000 -106.465270625    0.032617787 -484.837261353
 -13418.750000000    6.508750000 -106.922538779    0.033884402 -484.707485134
 -13405.000000000    6.508750000 -107.396831712    0.035094309 -484.507796294
 -13391.250000000    6.508750000 -107.887378261    0.036248807 -484.241247141
 -13377.500000000    6.508750000 -108.393427361    0.037349523 -483.911007828
 -13363.750000000    6.508750000 -108.914252537    0.038398408 -483.520324527
 -13350.000000000    6.508750000 -109.449156428    0.039397744 -483.072477239
 -13336.250000000    6.508750000 -109.997475329    0.040350145 -482.570737573
 -13322.500000000    6.508750000 -110.558583710    0.041258549 -482.018326892
 -13308.750000000    6.508750000 -111.131898697    0.042126221 -481.418375204
 -13295.000000000    6.508750000 -111.716884469    0.042956741 -480.773881182
 -13281.250000000    6.508750000 -112.313056548    0.043753994 -480.087673705
 -13267.500000000    6.508750000 -112.919985949    0.044522163 -479.362375302
 -13253.750000000    6.508750000 -113.537303153    0.045265713 -478.600367899
 -13240.000000000    6.508750000 -114.164701873    0.045989375 -477.803761226
 -13226.250000000    6.508750000 -114.801942576    0.046698124 -476.974364291
 -13212.500000000    6.508750000 -115.448855737    0.047397162 -476.113660250
 -13198.750000000    6.508750000 -116.105344780    0.048091895 -475.222785047
 -13185.000000000    6.508750000 -116.771388680    0.048787903 -474.302510155
 -13171.250000000    6.508750000 -117.447044191    0.049490914 -473.353229732
 -13157.500000000    6.508750000 -118.132447677    0.050206773 -472.374952495
 -13143.750000000    6.508750000 -118.827816500    0.050941411 -471.367298573
 -13130.000000000    6.508750000 -119.533449948    0.051700808 -470.329501604
 -13116.250000000    6.508750000 -120.249729680    0.052490959 -469.260416274
 -13102.500000000    6.508750000 -120.977119642    0.053317832 -468.158531491
 -13088.750000000    6.508750000 -121.716165453    0.054187332 -467.021989331
 -13075.000000000    6.508750000 -122.467493224    0.055105254 -465.848609870
 -13061.250000000    6.508750000 -123.231807799    0.056077248 -464.635921949
 -13047.500000000    6.508750000 -124.009890393    0.057108766 -463.381199901
 -13033.750000000    6.508750000 -124.802595630    0.058205024 -462.081506187
 -13020.000000000    6.508750000 -125.610847945    0.059370955 -460.733739858
 -13006.250000000    6.508750000 -126.435637371    0.060611160 -459.334690678
 -12992.500000000    6.508750000 -127.278014691    0.061929865 -457.881098708
 -12978.750000000    6.508750000 -128.139085960    0.063330876 -456.369719043
 -12965.000000000    6.508750000 -129.020006405    0.064817533 -454.797391375
 -12951.250000000    6.508750000 -129.921973714    0.066392665 -453.161113926
 -12937.500000000    6.508750000 -130.846220731    0.068058549 -451.458121250
 -12923.750000000    6.508750000 -131.794007574    0.069816869 -449.685965309
 -12910.000000000    6.508750000 -132.766613203    0.071668675 -447.842599127
 -12896.250000000    6.508750000 -133.765326485    0.073614352 -445.926462252
 -12882.500000000    6.508750000 -134.791436777    0.075653582 -443.936567140
 -12868.750000000    6.508750000 -135.846224085    0.077785318 -441.872585476
 -12855.000000000    6.508750000 -136.930948856    0.080007757 -439.734933343
 -12841.250000000    6.508750000 -138.046841455    0.082318325 -437.524854035
 -12827.500000000    6.508750000 -139.195091408    0.084713654 -435.244497181
 -12813.750000000    6.508750000 -140.376836482    0.087189582 -432.896992733
 -12800.000000000    6.508750000 -141.593151694    0.089741144 -430.486518249
 -12786.250000000    6.508750000 -142.845038346    0.092362584 -428.018357733
 -12772.500000000    6.508750000 -144.133413188    0.095047364 -425.498950201
 -12758.750000000    6.508750000 -145.459097835    0.097788188 -422.935925962
 -12745.000000000    6.508750000 -146.822808553    0.100577034 -420.338128449
 -12731.250000000    6.508750000 -148.225146570    0.103405199 -417.715619311
 -12717.500000000    6.508750000 -149.666589040    0.106263350 -415.079664272
 -12703.750000000    6.508750000 -151.147480849    0.109141592 -412.442697122
 -12690.000000000    6.508750000 -152.668027408    0.112029548 -409.818259016
 -12676.250000000    6.508750000 -154.228288651    0.114916452 -407.220910075
 -12662.500000000    6.508750000 -155.828174413    0.117791257 -404.666110110
 -12648.750000000    6.508750000 -157.467441423    0.120642761 -402.170065066
 -12635.000000000    6.508750000 -159.145692124    0.123459750 -399.749535615
 -12621.250000000    6.508750000 -160.862375584    0.126231158 -397.421604093
 -12607.500000000    6.508750000 -162.616790742    0.128946245 -395.203395775
 -12593.750000000    6.508750000 -164.408092272    0.131594802 -393.111750263
 -12580.000000000    6.508750000 -166.235299354    0.134167369 -391.162838522
 -12566.250000000    6.508750000 -168.097307671    0.136655486 -389.371720877
 -12552.500000000    6.508750000 -169.992904949    0.139051958 -387.751841025
 -12538.750000000    6.508750000 -171.920790386    0.141351154 -386.314450902
 -12525.000000000    6.508750000 -173.879598344    0.143549331 -385.067960932
 -12511.250000000    6.508750000 -175.867926678    0.145644983 -384.017209990
