#! FIELDS energy vol b1.fes
#! SET min_energy -15000
#! SET max_energy -12250
#! SET nbins_energy  201
#! SET periodic_energy false
#! SET min_vol 6.5
#! SET max_vol 8.25
#! SET nbins_vol  201
#! SET periodic_vol false
 -15000.000000000    6.500000000  352.936147158
 -14986.250000000    6.500000000  348.866594998
 -14972.500000000    6.500000000  345.157756507
 -14958.750000000    6.500000000  341.762849838
 -14945.000000000    6.500000000  338.639794183
 -14931.250000000    6.500000000  335.750845711
 -14917.500000000    6.500000000  333.062255476
 -14903.750000000    6.500000000  330.543948289
 -14890.000000000    6.500000000  328.169221588
 -14876.250000000    6.500000000  325.914463351
 -14862.500000000    6.500000000  323.758888156
 -14848.750000000    6.500000000  321.684290500
 -14835.000000000    6.500000000  319.674814526
 -14821.250000000    6.500000000  317.716739352
 -14807.500000000    6.500000000  315.798279193
 -14793.750000000    6.500000000  313.909397534
 -14780.000000000    6.500000000  312.041634598
 -14766.250000000    6.500000000  310.187947430
 -14752.500000000    6.500000000  308.342561883
 -14738.750000000    6.500000000  306.500835879
 -14725.000000000    6.500000000  304.659133306
 -14711.250000000    6.500000000  302.814707935
 -14697.500000000    6.500000000  300.965596795
 -14683.750000000    6.500000000  299.110522438
 -14670.000000000    6.500000000  297.248803554
 -14656.250000000    6.500000000  295.380273436
 -14642.500000000    6.500000000  293.505205796
 -14628.750000000    6.500000000  291.624247461
 -14615.000000000    6.500000000  289.738357509
 -14601.250000000    6.500000000  287.848752403
 -14587.500000000    6.500000000  285.956856719
 -14573.750000000    6.500000000  284.064259086
 -14560.000000000    6.500000000  282.172672942
 -14546.250000000    6.500000000  280.283901785
 -14532.500000000    6.500000000  278.399808540
 -14518.750000000    6.500000000  276.522288762
 -14505.000000000    6.500000000  274.653247347
 -14491.250000000    6.500000000  272.794578457
 -14477.500000000    6.500000000  270.948148415
 -14463.750000000    6.500000000  269.115781279
 -14450.000000000    6.500000000  267.299246867
 -14436.250000000    6.500000000  265.500251007
 -14422.500000000    6.500000000  263.720427782
 -14408.750000000    6.500000000  261.961333578
 -14395.000000000    6.500000000  260.224442732
 -14381.250000000    6.500000000  258.511144620
 -14367.500000000    6.500000000  256.822741991
 -14353.750000000    6.500000000  255.160450416
 -14340.000000000    6.500000000  253.525398685
 -14326.250000000    6.500000000  251.918630043
 -14312.500000000    6.500000000  250.341104103
 -14298.750000000    6.500000000  248.793699362
 -14285.000000000    6.500000000  247.277216177
 -14271.250000000    6.500000000  245.792380131
 -14257.500000000    6.500000000  244.339845683
 -14243.750000000    6.500000000  242.920200024
 -14230.000000000    6.500000000  241.533967075
 -14216.250000000    6.500000000  240.181611549
 -14202.500000000    6.500000000  238.863543019
 -14188.750000000    6.500000000  237.580119954
 -14175.000000000    6.500000000  236.331653656
 -14161.250000000    6.500000000  235.118412070
 -14147.500000000    6.500000000  233.940623433
 -14133.750000000    6.500000000  232.798479728
 -14120.000000000    6.500000000  231.692139921
 -14106.250000000    6.500000000  230.621732959
 -14092.500000000    6.500000000  229.587360517
 -14078.750000000    6.500000000  228.589099486
 -14065.000000000    6.500000000  227.627004182
 -14051.250000000    6.500000000  226.701108291
 -14037.500000000    6.500000000  225.811426532
 -14023.750000000    6.500000000  224.957956050
 -14010.000000000    6.500000000  224.140677550
 -13996.250000000    6.500000000  223.359556162
 -13982.500000000    6.500000000  222.614542067
 -13968.750000000    6.500000000  221.905570887
 -13955.000000000    6.500000000  221.232563849
 -13941.250000000    6.500000000  220.595427751
 -13927.500000000    6.500000000  219.994054736
 -13913.750000000    6.500000000  219.428321898
 -13900.000000000    6.500000000  218.898090741
 -13886.250000000    6.500000000  218.403206505
 -13872.500000000    6.500000000  217.943497387
 -13858.750000000    6.500000000  217.518773675
 -13845.000000000    6.500000000  217.128826815
 -13831.250000000    6.500000000  216.773428438
 -13817.500000000    6.500000000  216.452329361
 -13803.750000000    6.500000000  216.165258596
 -13790.000000000    6.500000000  215.911922370
 -13776.250000000    6.500000000  215.692003198
 -13762.500000000    6.500000000  215.505159014
 -13748.750000000    6.500000000  215.351022378
 -13735.000000000    6.500000000  215.229199796
 -13721.250000000    6.500000000  215.139271151
 -13707.500000000    6.500000000  215.080789265
 -13693.750000000    6.500000000  215.053279625
 -13680.000000000    6.500000000  215.056240257
 -13666.250000000    6.500000000  215.089141796
 -13652.500000000    6.500000000  215.151427727
 -13638.750000000    6.500000000  215.242514843
 -13625.000000000    6.500000000  215.361793899
 -13611.250000000    6.500000000  215.508630489
 -13597.500000000    6.500000000  215.682366139
 -13583.750000000    6.500000000  215.882319628
 -13570.000000000    6.500000000  216.107788538
 -13556.250000000    6.500000000  216.358051027
 -13542.500000000    6.500000000  216.632367831
 -13528.750000000    6.500000000  216.929984491
 -13515.000000000    6.500000000  217.250133796
 -13501.250000000    6.500000000  217.592038441
 -13487.500000000    6.500000000  217.954913890
 -13473.750000000    6.500000000  218.337971429
 -13460.000000000    6.500000000  218.740421407
 -13446.250000000    6.500000000  219.161476647
 -13432.500000000    6.500000000  219.600356010
 -13418.750000000    6.500000000  220.056288097
 -13405.000000000    6.500000000  220.528515076
 -13391.250000000    6.500000000  221.016296612
 -13377.500000000    6.500000000  221.518913869
 -13363.750000000    6.500000000  222.035673583
 -13350.000000000    6.500000000  222.565912164
 -13336.250000000    6.500000000  223.108999813
 -13322.500000000    6.500000000  223.664344625
 -13308.750000000    6.500000000  224.231396647
 -13295.000000000    6.500000000  224.809651880
 -13281.250000000    6.500000000  225.398656172
 -13267.500000000    6.500000000  225.998009001
