#! FIELDS idx_energy idx_refcv.morethan b1.targetdist_averages index
#! SET time 0.000000
#! SET iteration  0
#! SET type LinearBasisSet
#! SET ndimensions  2
#! SET ncoeffs_total  81
#! SET shape_energy  9
#! SET shape_refcv.morethan  9
       0       0         1.0000000000000000e+00       0
       1       0         1.7194768829262297e-19       1
       2       0         2.4999999999941668e-05       2
       3       0        -3.9810548520952116e-20       3
       4       0         8.3331875000016648e-05       4
       5       0        -1.0815763703490161e-17       5
       6       0         1.7498250034373033e-04       6
       7       0         1.8634724839594607e-20       7
       8       0         2.9990375893731080e-04       8
       0       1        -1.1107143037345640e-17       9
       1       1        -4.4892746204477918e-20      10
       2       1        -3.9556438636775826e-19      11
       3       1         2.0413494028828638e-19      12
       4       1         6.0139339255055324e-20      13
       5       1        -8.4703294725430034e-22      14
       6       1         9.6561755986990239e-20      15
       7       1         7.2844833463869829e-20      16
       8       1        -1.8634724839594607e-19      17
       0       2         2.4999999989208022e-05      18
       1       2         2.8036790554117341e-19      19
       2       2         6.2499999629390723e-10      20
       3       2         3.1255515753683683e-19      21
       4       2         2.0832968737220236e-09      22
       5       2        -3.2610768469290563e-19      23
       6       2         4.3745625082309490e-09      24
       7       2        -2.5241581828178150e-19      25
       8       2         7.4975939731785843e-09      26
       0       3        -6.7703343474036226e-18      27
       1       3         8.2246899178392563e-19      28
       2       3        -1.7872395187065737e-19      29
       3       3        -6.6915602833089727e-20      30
       4       3         3.0408482806429382e-19      31
       5       3        -8.4703294725430034e-22      32
       6       3         1.5077186461126546e-19      33
       7       3        -2.2022856628611809e-20      34
       8       3        -1.0164395367051604e-20      35
       0       4         8.3331875003665544e-05      36
       1       4         9.3088920903247607e-19      37
       2       4         2.0832968750010434e-09      38
       3       4         4.1504614415460717e-20      39
       4       4         6.9442013903784540e-09      40
       5       4         1.3467823861343375e-19      41
       6       4         1.4581619846474076e-08      42
       7       4        -1.3044307387716225e-19      43
       8       4         2.4991542551571546e-08      44
       0       5        -2.8672065264558066e-18      45
       1       5        -8.0383426694433102e-19      46
       2       5        -1.6093625997831706e-20      47
       3       5        -1.2112571145736495e-19      48
       4       5         5.9292306307801024e-21      49
       5       5        -2.7952087259391911e-20      50
       6       5        -5.2516042729766621e-20      51
       7       5        -2.2022856628611809e-20      52
       8       5         7.1150767569361228e-20      53
       0       6         1.7498250034757729e-04      54
       1       6         1.7957098481791167e-18      55
       2       6         4.3745625100673164e-09      56
       3       6        -3.2017845406212553e-19      57
       4       6         1.4581619846191167e-08      58
       5       6         0.0000000000000000e+00      59
       6       6         3.0618875427019101e-08      60
       7       6        -6.0139339255055324e-20      61
       8       6         5.2477909600993741e-08      62
       0       7        -2.8697476252975695e-18      63
       1       7         6.0986372202309624e-20      64
       2       7        -1.2705494208814505e-19      65
       3       7        -4.9127910940749420e-20      66
       4       7         4.4045713257223618e-20      67
       5       7         0.0000000000000000e+00      68
       6       7        -5.3363075677020921e-20      69
       7       7         7.6232965252887031e-21      70
       8       7         4.9974943888003720e-20      71
       0       8         2.9990375893643113e-04      72
       1       8        -8.0637536578609392e-19      73
       2       8         7.4975939750132576e-09      74
       3       8         3.5744790374131474e-19      75
       4       8         2.4991542552018779e-08      76
       5       8         2.1684043449710089e-19      77
       6       8         5.2477909601588358e-08      78
       7       8        -8.7244393567192935e-20      79
       8       8         8.9942264624481582e-08      80
#!-------------------


