#! FIELDS energy b1.bias der_energy
#! SET min_energy -15000
#! SET max_energy -12250
#! SET nbins_energy  201
#! SET periodic_energy false
 -15000.000000000 -189.547683357   -0.993174544
 -14986.250000000 -177.276379069   -0.799884880
 -14972.500000000 -167.343588189   -0.651840448
 -14958.750000000 -159.174481399   -0.542281174
 -14945.000000000 -152.282396567   -0.465134260
 -14931.250000000 -146.259735440   -0.414964193
 -14917.500000000 -140.769529666   -0.386925361
 -14903.750000000 -135.537640887   -0.376717194
 -14890.000000000 -130.345560947   -0.380541720
 -14876.250000000 -125.023779500   -0.395063464
 -14862.500000000 -119.445687512   -0.417371583
 -14848.750000000 -113.521986379   -0.444944174
 -14835.000000000 -107.195573514   -0.475614648
 -14821.250000000 -100.436876406   -0.507540110
 -14807.500000000  -93.239608285   -0.539171643
 -14793.750000000  -85.616919573   -0.569226439
 -14780.000000000  -77.597920391   -0.596661686
 -14766.250000000  -69.224550402   -0.620650147
 -14752.500000000  -60.548773286   -0.640557350
 -14738.750000000  -51.630074118   -0.655920328
 -14725.000000000  -42.533238865   -0.666427832
 -14711.250000000  -33.326396153   -0.671901956
 -14697.500000000  -24.079302370   -0.672281111
 -14683.750000000  -14.861852012   -0.667604277
 -14670.000000000   -5.742796078   -0.657996480
 -14656.250000000    3.211347891   -0.643655427
 -14642.500000000   11.937209689   -0.624839251
 -14628.750000000   20.375319060   -0.601855301
 -14615.000000000   28.470711071   -0.575049925
 -14601.250000000   36.173397554   -0.544799197
 -14587.500000000   43.438717204   -0.511500535
 -14573.750000000   50.227576229   -0.475565151
 -14560.000000000   56.506590778   -0.437411308
 -14546.250000000   62.248141723   -0.397458308
 -14532.500000000   67.430351749   -0.356121192
 -14518.750000000   72.036994096   -0.313806098
 -14505.000000000   76.057341700   -0.270906222
 -14491.250000000   79.485964947   -0.227798374
 -14477.500000000   82.322485660   -0.184840057
 -14463.750000000   84.571294464   -0.142367048
 -14450.000000000   86.241238129   -0.100691448
 -14436.250000000   87.345283024   -0.060100149
 -14422.500000000   87.900160331   -0.020853712
 -14408.750000000   87.925998245    0.016814413
 -14395.000000000   87.445945916    0.052698312
 -14381.250000000   86.485793502    0.086619749
 -14367.500000000   85.073592306    0.118428023
 -14353.750000000   83.239278561    0.147999579
 -14340.000000000   81.014304105    0.175237401
 -14326.250000000   78.431276811    0.200070206
 -14312.500000000   75.523613314    0.222451462
 -14298.750000000   72.325206280    0.242358261
 -14285.000000000   68.870108133    0.259790053
 -14271.250000000   65.192232900    0.274767281
 -14257.500000000   61.325077550    0.287329915
 -14243.750000000   57.301463963    0.297535919
 -14230.000000000   53.153302410    0.305459658
 -14216.250000000   48.911377201    0.311190269
 -14202.500000000   44.605154980    0.314829997
 -14188.750000000   40.262615887    0.316492537
 -14175.000000000   35.910107689    0.316301354
 -14161.250000000   31.572222757    0.314388038
 -14147.500000000   27.271697632    0.310890669
 -14133.750000000   23.029334790    0.305952224
 -14120.000000000   18.863946036    0.299719024
 -14106.250000000   14.792316875    0.292339237
 -14092.500000000   10.829191093    0.283961438
 -14078.750000000    6.987274637    0.274733242
 -14065.000000000    3.277257858    0.264800002
 -14051.250000000   -0.292144960    0.254303597
 -14037.500000000   -3.714139891    0.243381292
 -14023.750000000   -6.983782664    0.232164695
 -14010.000000000  -10.097894200    0.220778801
 -13996.250000000  -13.054963663    0.209341134
 -13982.500000000  -15.855040324    0.197960975
 -13968.750000000  -18.499615588    0.186738705
 -13955.000000000  -20.991496517    0.175765225
 -13941.250000000  -23.334672206    0.165121495
 -13927.500000000  -25.534174389    0.154878159
 -13913.750000000  -27.595933600    0.145095270
 -13900.000000000  -29.526632251    0.135822116
 -13886.250000000  -31.333555932    0.127097140
 -13872.500000000  -33.024444237    0.118947945
 -13858.750000000  -34.607342365    0.111391404
 -13845.000000000  -36.090454729    0.104433841
 -13831.250000000  -37.482001749    0.098071312
 -13817.500000000  -38.790080966    0.092289954
 -13803.750000000  -40.022533542    0.087066417
 -13790.000000000  -41.186817190    0.082368365
 -13776.250000000  -42.289886469    0.078155048
 -13762.500000000  -43.338081361    0.074377934
 -13748.750000000  -44.337024938    0.070981397
 -13735.000000000  -45.291530883    0.067903461
 -13721.250000000  -46.205521542    0.065076588
 -13707.500000000  -47.081957101    0.062428507
 -13693.750000000  -47.922776418    0.059883078
 -13680.000000000  -48.728849944    0.057361188
 -13666.250000000  -49.499945086    0.054781662
 -13652.500000000  -50.234704293    0.052062200
 -13638.750000000  -50.930636035    0.049120317
 -13625.000000000  -51.584118782    0.045874294
 -13611.250000000  -52.190417998    0.042244115
 -13597.500000000  -52.743716063    0.038152409
 -13583.750000000  -53.237154964    0.033525371
 -13570.000000000  -53.662891513    0.028293656
 -13556.250000000  -54.012164741    0.022393255
 -13542.500000000  -54.275375069    0.015766334
 -13528.750000000  -54.442174732    0.008362030
 -13515.000000000  -54.501568888    0.000137207
 -13501.250000000  -54.442026737   -0.008942844
 -13487.500000000  -54.251601925   -0.018903755
 -13473.750000000  -53.918061404   -0.029761504
 -13460.000000000  -53.429021865   -0.041521888
 -13446.250000000  -52.772092803   -0.054180089
 -13432.500000000  -51.935025185   -0.067720293
 -13418.750000000  -50.905864643   -0.082115410
 -13405.000000000  -49.673108070   -0.097326867
 -13391.250000000  -48.225862420   -0.113304490
 -13377.500000000  -46.554004491   -0.129986478
 -13363.750000000  -44.648340414   -0.147299475
 -13350.000000000  -42.500763538   -0.165158732
 -13336.250000000  -40.104409374   -0.183468373
 -13322.500000000  -37.453806236   -0.202121753
