#! FIELDS energy b1.fes
#! SET min_energy -15000
#! SET max_energy -12250
#! SET nbins_energy  201
#! SET periodic_energy false
 -15000.000000000  229.409271621
 -14986.250000000  223.813271211
 -14972.500000000  218.919396524
 -14958.750000000  214.553120129
 -14945.000000000  210.565191803
 -14931.250000000  206.829175469
 -14917.500000000  203.239159454
 -14903.750000000  199.707631230
 -14890.000000000  196.163508047
 -14876.250000000  192.550315248
 -14862.500000000  188.824504303
 -14848.750000000  184.953902935
 -14835.000000000  180.916289974
 -14821.250000000  176.698087868
 -14807.500000000  172.293166061
 -14793.750000000  167.701748698
 -14780.000000000  162.929420411
 -14766.250000000  157.986224155
 -14752.500000000  152.885845346
 -14738.750000000  147.644876781
 -14725.000000000  142.282159062
 -14711.250000000  136.818191465
 -14697.500000000  131.274608433
 -14683.750000000  125.673717088
 -14670.000000000  120.038091354
 -14656.250000000  114.390218516
 -14642.500000000  108.752194208
 -14628.750000000  103.145462050
 -14615.000000000   97.590594317
 -14601.250000000   92.107110220
 -14587.500000000   86.713328553
 -14573.750000000   81.426251629
 -14560.000000000   76.261477609
 -14546.250000000   71.233138462
 -14532.500000000   66.353860979
 -14518.750000000   61.634748401
 -14505.000000000   57.085380363
 -14491.250000000   52.713829013
 -14477.500000000   48.526689282
 -14463.750000000   44.529121426
 -14450.000000000   40.724904082
 -14436.250000000   37.116496203
 -14422.500000000   33.705106352
 -14408.750000000   30.490767955
 -14395.000000000   27.472419210
 -14381.250000000   24.647986457
 -14367.500000000   22.014469925
 -14353.750000000   19.568030848
 -14340.000000000   17.304079042
 -14326.250000000   15.217360136
 -14312.500000000   13.302041697
 -14298.750000000   11.551797610
 -14285.000000000    9.959890128
 -14271.250000000    8.519249062
 -14257.500000000    7.222547695
 -14243.750000000    6.062275018
 -14230.000000000    5.030803981
 -14216.250000000    4.120455491
 -14202.500000000    3.323557955
 -14188.750000000    2.632502205
 -14175.000000000    2.039791703
 -14161.250000000    1.538087948
 -14147.500000000    1.120251071
 -14133.750000000    0.779375626
 -14120.000000000    0.508821631
 -14106.250000000    0.302240927
 -14092.500000000    0.153598984
 -14078.750000000    0.057192270
 -14065.000000000    0.007661369
 -14051.250000000    0.000000000
 -14037.500000000    0.029560175
 -14023.750000000    0.092053683
 -14010.000000000    0.183550154
 -13996.250000000    0.300471941
 -13982.500000000    0.439586080
 -13968.750000000    0.597993589
 -13955.000000000    0.773116375
 -13941.250000000    0.962682031
 -13927.500000000    1.164706797
 -13913.750000000    1.377476952
 -13900.000000000    1.599528939
 -13886.250000000    1.829628460
 -13872.500000000    2.066748853
 -13858.750000000    2.310048977
 -13845.000000000    2.558850885
 -13831.250000000    2.812617533
 -13817.500000000    3.070930739
 -13803.750000000    3.333469665
 -13790.000000000    3.599989987
 -13776.250000000    3.870304000
 -13762.500000000    4.144261821
 -13748.750000000    4.421733874
 -13735.000000000    4.702594822
 -13721.250000000    4.986709081
 -13707.500000000    5.273918046
 -13693.750000000    5.564029142
 -13680.000000000    5.856806794
 -13666.250000000    6.151965381
 -13652.500000000    6.449164241
 -13638.750000000    6.748004762
 -13625.000000000    7.048029567
 -13611.250000000    7.348723820
 -13597.500000000    7.649518600
 -13583.750000000    7.949796335
 -13570.000000000    8.248898223
 -13556.250000000    8.546133580
 -13542.500000000    8.840791009
 -13528.750000000    9.132151291
 -13515.000000000    9.419501870
 -13501.250000000    9.702152788
 -13487.500000000    9.979453908
 -13473.750000000   10.250813264
 -13460.000000000   10.515716332
 -13446.250000000   10.773746036
 -13432.500000000   11.024603266
 -13418.750000000   11.268127684
 -13405.000000000   11.504318584
 -13391.250000000   11.733355560
 -13377.500000000   11.955618724
 -13363.750000000   12.171708218
 -13350.000000000   12.382462753
 -13336.250000000   12.588976906
 -13322.500000000   12.792616896
 -13308.750000000   12.995034582
 -13295.000000000   13.198179388
 -13281.250000000   13.404307911
 -13267.500000000   13.615990924
 -13253.750000000   13.836117535
 -13240.000000000   14.067896238
 -13226.250000000   14.314852627
 -13212.500000000   14.580823540
 -13198.750000000   14.869947432
